R1-PA1:VH,control_panel_log4,R1-PM3:V
163.980521,0,131760.0339
-71.711398,0,132186.2794
88.16674599999999,0,134167.0678
116.310432,0,132136.1329
63.41496899999999,0,132211.3527
141.503387,0,134292.4341
159.121839,0,131158.2754
-65.609397,0,133590.3826
82.12777,0,131935.5467
-53.886681,0,130807.2496
-23.708994,0,130782.1763
-24.614267,0,132311.6458
3.12262,0,132085.9864
83.634649,0,132361.7923
53.101728,0,130732.0298
158.686391,0,122733.6567
103.72255,0,107614.4748
42.62233,0,127748.3107
65.958901,0,133665.6024
-4.377398,0,131333.7883
-67.093358,0,132085.9864
55.39356,0,130932.6159
-16.506914000000002,0,131634.6675
109.303159,0,122909.1695
-133.00069299999998,0,116089.2401
93.741625,0,132236.426
145.645872,0,131534.3744
27.106633,0,125366.35
-175.85793600000002,0,131835.2537
-112.706528,0,131233.4952
-23.697534,0,126870.7462
-28.968746000000003,0,131935.5467
173.434325,0,127522.6512
-60.24078299999999,0,132437.0121
155.380425,0,132236.426
-164.94881999999998,0,132261.4993
70.50245699999999,0,131684.814
-33.695648,0,137000.3473
-93.059805,0,132161.2062
-61.736202,0,130982.7625
-110.363131,0,130556.5169
75.89399,0,131434.0813
-51.978731,0,132035.8398
-7.362508,0,135495.9511
-177.467948,0,132010.7666
65.769825,0,131835.2537
-154.406396,0,135495.9511
-63.999386,0,132437.0121
-27.066526,0,132236.426
139.108423,0,130857.3961
-28.435895,0,131509.3012
31.965315000000004,0,132386.8656
-8.130271,0,132261.4993
-66.566237,0,131509.3012
-139.240203,0,132136.1329
-169.354865,0,135094.7788
121.799368,0,132562.3785
140.311634,0,131960.62
-159.127568,0,130330.8575
117.994928,0,130656.81
-22.144819,0,131985.6933
119.410134,0,128851.5345
-72.33019200000001,0,136122.7828
-159.883873,0,130782.1763
-47.423717,0,132186.2794
-20.867123,0,134066.7747
-146.052672,0,132437.0121
-157.68944399999998,0,131083.0556
-137.630192,0,132311.6458
-31.134527,0,131308.715
-157.924357,0,132361.7923
105.808116,0,131007.8358
-19.497754,0,133214.2835
-148.608063,0,132437.0121
-53.24496800000001,0,132361.7923
27.857208,0,131283.6417
-53.58874300000001,0,130982.7625
155.24864399999998,0,134141.9945
-85.479573,0,130932.6159
-167.09168200000002,0,132261.4993
-51.554742,0,130982.7625
-58.602123,0,130556.5169
-57.542151,0,132437.0121
162.175704,0,132035.8398
98.399772,0,132562.3785
-57.026489,0,132336.7191
58.550557,0,131434.0813
-134.238282,0,131985.6933
-3.11689,0,132411.9389
-136.203527,0,131133.2021
92.561332,0,136172.9294
-12.691015,0,132236.426
156.297157,0,132161.2062
-82.83250799999999,0,131659.7408
30.578758,0,132361.7923
40.806054,0,130907.5427
155.48928600000002,0,132060.9131
-143.892621,0,131810.1804
144.09888600000002,0,131333.7883
171.153953,0,131032.909
170.323164,0,130105.198
152.166131,0,131960.62
70.301921,0,131910.4735
-144.44839,0,132186.2794
-154.24023799999998,0,130782.1763
66.910011,0,128074.2632
-160.817794,0,132462.0854
-43.132263,0,131910.4735
68.256462,0,133790.9687
138.799026,0,134442.8737
-94.698464,0,131935.5467
179.307142,0,130706.9565
72.989094,0,131358.8615
-18.632588,0,132712.8181
-163.573721,0,132311.6458
152.72763,0,132236.426
-139.056857,0,132035.8398
168.35218899999998,0,132587.4518
105.916978,0,130531.4436
-118.195464,0,132136.1329
119.083548,0,132211.3527
-86.373388,0,131659.7408
46.552821,0,131308.715
179.788427,0,131534.3744
27.387383000000003,0,130556.5169
-155.231455,0,131208.4219
-41.785812,0,130105.198
172.236843,0,133264.4301
18.380486,0,130656.81
124.154225,0,136975.274
58.579205,0,131158.2754
-45.653277,0,131785.1071
-77.57275600000001,0,131484.2279
-28.246819,0,131559.4477
153.98813700000002,0,132010.7666
-106.197727,0,132161.2062
-93.690059,0,134718.6797
-69.224761,0,133665.6024
-149.295613,0,132411.9389
98.101834,0,131634.6675
74.541809,0,131484.2279
175.302167,0,129403.1465
-97.775248,0,131810.1804
163.241405,0,131785.1071
-50.723954,0,131434.0813
-20.953067,0,131860.3269
-117.811582,0,134167.0678
-84.700351,0,132462.0854
-132.634,0,132311.6458
168.850662,0,130782.1763
-112.68361000000002,0,131760.0339
-52.207914,0,131885.4002
74.67931899999999,0,131734.9606
24.872098,0,131283.6417
-111.274133,0,131985.6933
79.601026,0,133139.0637
-97.654927,0,134869.1193
88.819917,0,131509.3012
116.579723,0,130506.3704
-151.518689,0,124764.5915
107.435316,0,134016.6282
-86.826024,0,132161.2062
-119.095007,0,131734.9606
-116.293244,0,132261.4993
-87.278661,0,131233.4952
173.11346799999998,0,124388.4925
161.998087,0,132010.7666
89.347039,0,130907.5427
65.683882,0,135696.5372
-90.664842,0,131258.5685
70.084198,0,130757.1031
39.877863,0,130305.7842
79.486435,0,131258.5685
-72.255708,0,132085.9864
-102.525068,0,132211.3527
-128.182118,0,132386.8656
-74.23814200000001,0,136298.2957
154.400667,0,132311.6458
-155.535123,0,134944.3391
2.480907,0,131007.8358
-17.097061,0,132286.5725
-44.553198,0,132361.7923
-94.738571,0,132361.7923
145.640142,0,128149.483
-19.251382,0,131835.2537
-41.997806,0,117493.3432
-150.894165,0,131183.3486
8.032867999999999,0,132186.2794
-29.232307,0,132386.8656
85.25612,0,131409.0081
-91.151856,0,132437.0121
-146.579793,0,132361.7923
136.490006,0,130456.2238
-48.884759,0,132035.8398
-54.356506,0,131409.0081
-89.639247,0,132437.0121
58.046354,0,131935.5467
-114.16757,0,132311.6458
-75.229359,0,131709.8873
139.085505,0,131133.2021
-11.327376,0,131960.62
-91.621681,0,133264.4301
-179.118066,0,131634.6675
-106.787874,0,132161.2062
166.810933,0,131158.2754
-73.453189,0,131609.5942
-117.616776,0,132261.4993
87.301579,0,132386.8656
-141.58933000000002,0,132111.0596
60.05170699999999,0,131785.1071
-94.016645,0,131910.4735
63.52383100000001,0,132437.0121
170.409107,0,131083.0556
-24.56843,0,131860.3269
-33.414899,0,131057.9823
-164.152408,0,131785.1071
73.206817,0,130907.5427
-3.919031,0,131108.1288
-159.322374,0,131083.0556
-152.618768,0,131534.3744
-157.849873,0,131684.814
-123.839098,0,131609.5942
157.299833,0,131760.0339
-119.014793,0,126770.4531
-106.524313,0,132136.1329
-35.643704,0,131709.8873
-58.355751,0,132010.7666
-165.647828,0,132612.525
179.702483,0,109419.7503
-141.35441799999998,0,130130.2713
-65.053628,0,132035.8398
-151.22648,0,130706.9565
-57.238484,0,130982.7625
-32.658594,0,131108.1288
128.98998799999998,0,131760.0339
-70.439431,0,132186.2794
-121.111819,0,136122.7828
54.625796,0,131509.3012
-72.35311,0,135897.1234
117.55948,0,131158.2754
-89.157963,0,131158.2754
159.064543,0,131333.7883
-111.388725,0,130706.9565
126.176766,0,130832.3229
178.017987,0,131559.4477
-8.852198,0,132161.2062
-160.33078,0,131183.3486
-111.434562,0,136348.4423
-74.163657,0,131509.3012
106.759226,0,131860.3269
141.526305,0,130907.5427
-96.698087,0,131835.2537
-105.08046000000002,0,132437.0121
63.965008,0,131308.715
56.012354,0,131233.4952
-11.848767,0,132211.3527
-68.41689000000001,0,134041.7014
144.075967,0,132462.0854
0.779223,0,132211.3527
45.624629,0,131308.715
-134.954479,0,131559.4477
-27.633754,0,132111.0596
-143.611871,0,131609.5942
55.072703,0,131910.4735
70.026902,0,131308.715
89.014723,0,132085.9864
116.224489,0,131559.4477
-24.064227,0,131835.2537
-69.144547,0,138529.8168
-126.216873,0,131609.5942
-18.712802,0,131835.2537
133.31582,0,134743.753
-85.565517,0,131860.3269
103.120944,0,130907.5427
-39.259068,0,130280.7109
-28.246819,0,132336.7191
163.075248,0,132512.232
-138.839133,0,132261.4993
-30.618865000000003,0,131283.6417
59.742309,0,135220.1451
-16.581398999999998,0,131108.1288
-19.532131,0,130732.0298
-14.409889000000002,0,132010.7666
-17.738773000000002,0,131810.1804
-42.587953000000006,0,132487.1587
78.19155,0,126620.0135
85.731675,0,131233.4952
51.125024,0,131083.0556
128.222225,0,132386.8656
-99.998324,0,131860.3269
94.744301,0,132361.7923
-96.302746,0,131785.1071
85.364982,0,130782.1763
-119.74245,0,124037.4667
-31.816346000000003,0,132462.0854
-43.281232,0,132085.9864
-10.084057,0,131835.2537
-13.057708,0,131007.8358
116.287514,0,131333.7883
-86.768728,0,132161.2062
-162.582504,0,131534.3744
-144.024401,0,130606.6634
122.549943,0,132437.0121
-12.794148,0,132311.6458
154.125647,0,123887.0271
-161.751715,0,131734.9606
171.606589,0,135596.2442
-51.170861,0,132236.426
172.425919,0,131434.0813
-108.449452,0,131509.3012
119.307002,0,131609.5942
73.877178,0,131208.4219
-13.263973000000002,0,130957.6892
-142.425849,0,132236.426
-153.655822,0,135195.0718
56.149864,0,132236.426
-14.100491,0,132111.0596
-159.62604199999998,0,132913.4043
100.015513,0,132311.6458
-167.189085,0,132411.9389
-32.45233,0,131258.5685
-95.477687,0,131208.4219
-176.029823,0,130857.3961
-64.285865,0,132311.6458
117.886066,0,131258.5685
46.948162,0,132010.7666
-139.263122,0,132085.9864
6.4973410000000005,0,138354.3039
-71.573888,0,131960.62
-33.162797,0,131383.9348
133.676783,0,131584.521
97.19656,0,132737.8914
158.56034,0,122608.2903
106.111784,0,131860.3269
-93.53536,0,132111.0596
-147.210046,0,131308.715
-74.885584,0,132010.7666
-24.70594,0,132411.9389
-29.123445,0,132010.7666
127.689374,0,131358.8615
-122.200439,0,131057.9823
52.471475,0,130782.1763
-75.934097,0,132411.9389
178.327384,0,131484.2279
-87.576599,0,131057.9823
-36.92713,0,131133.2021
-87.244283,0,131208.4219
69.310704,0,131283.6417
-97.821084,0,133490.0895
-28.842695000000003,0,130706.9565
-60.974169,0,128074.2632
-105.14921499999998,0,132411.9389
-172.076415,0,132462.0854
-37.981372,0,132386.8656
3.2773190000000003,0,130957.6892
-132.106879,0,131258.5685
-27.633754,0,131885.4002
29.570352000000003,0,132136.1329
154.182943,0,131760.0339
-13.29835,0,134593.3134
-20.322813,0,132186.2794
-98.623225,0,131684.814
65.511994,0,131785.1071
2.85333,0,131434.0813
36.577626,0,130556.5169
176.493919,0,131584.521
88.63657099999999,0,131032.909
93.94789,0,122432.7774
132.23293,0,144447.1085
-58.447425,0,132286.5725
-74.736615,0,130857.3961
38.032938,0,131785.1071
126.067904,0,130832.3229
-108.415074,0,136198.0026
-111.130894,0,130807.2496
-133.837211,0,132437.0121
-14.639072,0,133214.2835
-62.143002,0,126243.9145
17.927849,0,131659.7408
16.249083,0,130381.004
99.052944,0,130782.1763
-138.55838400000002,0,130832.3229
-141.572142,0,133164.137
153.512582,0,134041.7014
-12.043573,0,131935.5467
63.913442,0,134743.753
-151.793709,0,131333.7883
36.612003,0,120226.3297
32.561192,0,131358.8615
-130.634377,0,131584.521
-75.114767,0,133013.6974
-6.589015,0,130581.5902
87.800053,0,131409.0081
-28.980205,0,131985.6933
93.105642,0,132386.8656
3.701307,0,130982.7625
-32.383575,0,131007.8358
-34.910318,0,131985.6933
-104.96013899999998,0,131534.3744
20.385838,0,134543.1668
6.445775,0,131584.521
-82.230903,0,134091.848
-28.602053,0,130330.8575
124.068281,0,132462.0854
-32.704431,0,132211.3527
77.73891400000001,0,131459.1546
-164.639422,0,130807.2496
-35.271282,0,130757.1031
147.072536,0,131183.3486
-59.51885600000001,0,131484.2279
165.4874,0,130932.6159
51.537554,0,131007.8358
29.599,0,130531.4436
72.416136,0,131734.9606
-9.253267999999998,0,132186.2794
-157.815495,0,132788.0379
-34.74989,0,132010.7666
137.320795,0,129729.099
-160.926656,0,131860.3269
-156.53207,0,130706.9565
-156.102351,0,132060.9131
117.273002,0,135470.8778
111.302781,0,131885.4002
9.23608,0,131057.9823
-26.573783,0,134543.1668
59.243836,0,132336.7191
-27.387383000000003,0,132361.7923
-99.041484,0,131183.3486
-58.728174,0,132487.1587
-137.12026,0,132336.7191
35.219716,0,131960.62
-176.631429,0,130882.4694
131.470896,0,132111.0596
-91.50136,0,130957.6892
73.562051,0,132386.8656
91.157585,0,131032.909
-86.390576,0,132085.9864
68.720558,0,131785.1071
179.622269,0,131057.9823
-72.863043,0,130982.7625
-159.952628,0,130305.7842
-115.777582,0,133264.4301
124.967825,0,132361.7923
-117.381864,0,132462.0854
-15.796446,0,131133.2021
-105.028893,0,131634.6675
94.051022,0,131032.909
70.536834,0,133164.137
-59.593340000000005,0,131108.1288
-124.056822,0,131935.5467
115.41088899999998,0,131559.4477
-132.061042,0,131634.6675
-70.811854,0,131258.5685
-27.55927,0,132010.7666
-106.340967,0,127397.2849
-22.643292,0,130882.4694
-172.70093899999998,0,102123.4287
-137.166096,0,131935.5467
-140.317364,0,130531.4436
-179.885829,0,129879.5386
-79.72707700000001,0,131258.5685
25.015337,0,131057.9823
-20.0879,0,131434.0813
98.55447,0,130757.1031
-169.750206,0,131358.8615
-28.624971,0,131935.5467
138.69016399999998,0,131434.0813
36.743783,0,131684.814
-93.701518,0,134292.4341
-28.23536,0,131258.5685
-130.388005,0,131860.3269
-79.383303,0,131509.3012
9.029815,0,132361.7923
70.061279,0,132161.2062
-94.950566,0,131810.1804
-102.679767,0,132687.7448
18.993551,0,131659.7408
-87.931833,0,131158.2754
-93.707247,0,131233.4952
-120.727937,0,135596.2442
-130.920856,0,132286.5725
-159.21924199999998,0,132336.7191
143.858243,0,130406.0773
169.045468,0,131559.4477
-173.10773899999998,0,130757.1031
-112.54037,0,131258.5685
150.464447,0,132437.0121
-144.76351699999998,0,131308.715
-127.540405,0,131584.521
-26.384706,0,130907.5427
-2.2517240000000003,0,133991.5549
151.386909,0,130807.2496
103.476178,0,131032.909
-125.025121,0,130857.3961
136.392603,0,132111.0596
47.939379,0,128625.8751
115.290568,0,131283.6417
-175.680319,0,131258.5685
-18.477889,0,131258.5685
-149.639387,0,132060.9131
-52.356883,0,132035.8398
-14.621883,0,135646.3907
171.417513,0,130004.905
-179.616539,0,132010.7666
-130.410924,0,132411.9389
-62.022681000000006,0,132437.0121
-61.873712,0,132085.9864
-101.310397,0,133615.4558
32.125744,0,134317.5074
170.334623,0,131108.1288
-177.737238,0,131659.7408
-172.998877,0,134041.7014
-26.247197,0,131684.814
59.438642,0,132336.7191
167.137518,0,130130.2713
101.837519,0,122533.0705
-48.065429,0,131007.8358
61.042923,0,132938.4775
-31.426735,0,131960.62
-139.074046,0,133765.8955
128.182118,0,130757.1031
-38.325147,0,130130.2713
-117.038089,0,131007.8358
-147.50798400000002,0,133339.6499
-128.462867,0,131158.2754
-100.846302,0,130029.9782
-41.860297,0,131885.4002
-126.726805,0,131584.521
-39.006967,0,131534.3744
-48.850382,0,133515.1628
76.541432,0,131609.5942
52.545959,0,131885.4002
-149.559173,0,131985.6933
-112.993007,0,132060.9131
-111.342888,0,130581.5902
-39.350741,0,130807.2496
-12.100869,0,132311.6458
-48.546714,0,135370.5847
130.067149,0,131885.4002
-20.580644,0,135044.6322
-38.118882,0,131860.3269
140.10537,0,133113.9904
51.554742,0,134818.9728
-30.487084000000003,0,130757.1031
3.0595950000000003,0,132361.7923
115.502562,0,131960.62
-133.344468,0,131760.0339
-133.504896,0,131910.4735
-50.133807,0,130757.1031
-161.88349499999998,0,131208.4219
-41.230043,0,120602.4287
-0.487014,0,131333.7883
133.247065,0,132863.2577
61.186163,0,131935.5467
-12.473291,0,122859.023
-18.443511,0,131409.0081
18.59821,0,130982.7625
-128.89258600000002,0,134242.2876
-5.551961,0,131258.5685
-70.811854,0,135771.7571
-138.122936,0,132136.1329
-70.75455799999999,0,132136.1329
-113.399807,0,131208.4219
-56.940546,0,132286.5725
-143.027454,0,132411.9389
-31.191822,0,132662.6716
4.818575,0,130907.5427
-57.714039,0,131108.1288
147.966351,0,131183.3486
-99.448285,0,131659.7408
148.705466,0,131760.0339
-49.257182,0,130907.5427
-16.999658,0,130832.3229
38.41682,0,131985.6933
5.076406,0,131183.3486
170.248679,0,131057.9823
24.419461,0,130080.1248
75.63615899999999,0,132587.4518
-57.490585,0,131785.1071
-134.822699,0,131108.1288
-51.291182,0,131885.4002
-84.585759,0,131333.7883
-152.389585,0,131383.9348
156.589365,0,132035.8398
159.90106200000002,0,131634.6675
-82.36268299999999,0,131484.2279
-74.816829,0,131057.9823
11.195595,0,132035.8398
140.50071100000002,0,131083.0556
124.228709,0,131083.0556
-15.561534,0,132111.0596
-31.461113,0,132111.0596
-2.692902,0,132512.232
84.150311,0,133740.8222
-22.763613,0,132236.426
102.215671,0,131258.5685
-148.41898700000002,0,132462.0854
-157.677985,0,130982.7625
-100.238966,0,131559.4477
-177.949232,0,131985.6933
58.086461,0,131734.9606
103.424612,0,131484.2279
79.509353,0,131985.6933
159.070273,0,131158.2754
149.370097,0,131684.814
-21.239545,0,130757.1031
-63.02535699999999,0,131057.9823
-119.450241,0,130757.1031
-152.77919599999998,0,130556.5169
-29.627648,0,131910.4735
-147.588198,0,131659.7408
142.443037,0,130932.6159
49.486365,0,131785.1071
-59.719391,0,130782.1763
-70.59413,0,132035.8398
-129.849425,0,134442.8737
-37.941265,0,134643.4599
-162.169974,0,131233.4952
-15.246407,0,130205.4911
-76.621646,0,132286.5725
120.716478,0,131960.62
-148.705466,0,130832.3229
-118.722585,0,132411.9389
-157.61496,0,109770.7761
166.232245,0,136248.1492
14.140598,0,132186.2794
91.111749,0,131233.4952
-155.29448100000002,0,131208.4219
-0.481285,0,131509.3012
64.188462,0,133414.8697
85.59989499999999,0,145324.6729
33.208634,0,132361.7923
-69.7748,0,131333.7883
142.912863,0,134718.6797
-100.428042,0,131659.7408
11.109652,0,142115.2944
88.441765,0,131083.0556
85.43946600000001,0,132211.3527
11.298728,0,131860.3269
86.270255,0,132411.9389
19.904554,0,131684.814
-62.681583,0,131810.1804
-144.700491,0,131559.4477
128.61756599999998,0,131108.1288
107.148837,0,131985.6933
133.31009,0,132136.1329
-121.552996,0,130782.1763
4.692524,0,132662.6716
-22.408379,0,129403.1465
-68.359595,0,132085.9864
-143.319663,0,131509.3012
-73.56778100000001,0,132161.2062
-135.49305900000002,0,132411.9389
-143.199342,0,132361.7923
9.155866,0,130807.2496
-88.040695,0,130982.7625
151.902571,0,131534.3744
-104.639282,0,130782.1763
-110.941818,0,131459.1546
108.793226,0,132161.2062
-106.621716,0,125892.8887
-179.754049,0,131258.5685
-63.644152000000005,0,131459.1546
161.95225,0,131083.0556
-28.831236,0,131810.1804
-3.970598,0,132788.0379
11.184136,0,132136.1329
-71.95204,0,131935.5467
-105.017434,0,131108.1288
152.72763,0,131885.4002
-60.95698,0,135947.2699
-73.71101999999999,0,132186.2794
75.64761800000001,0,132411.9389
-157.68371499999998,0,131684.814
-175.181846,0,132336.7191
128.58318799999998,0,132161.2062
38.909564,0,131709.8873
-114.03006,0,131835.2537
-128.80664199999998,0,132386.8656
136.59313799999998,0,131534.3744
86.573923,0,131935.5467
-115.536939,0,130907.5427
-44.811029,0,130832.3229
55.46804399999999,0,130882.4694
-128.909774,0,131960.62
62.234676,0,131434.0813
70.387865,0,132537.3052
-155.093946,0,131634.6675
47.91646,0,103552.6051
-115.869255,0,130882.4694
152.98546100000002,0,130456.2238
-101.235913,0,117894.5155
66.056304,0,131760.0339
-126.45178500000002,0,131609.5942
-33.323225,0,131108.1288
-163.058059,0,131885.4002
-151.36972,0,132085.9864
-15.532885999999998,0,136599.175
86.023883,0,131007.8358
-129.7864,0,132462.0854
-4.818575,0,132637.5983
41.00086,0,133013.6974
177.880477,0,131785.1071
101.493744,0,130681.8832
-90.527332,0,132136.1329
157.90716799999998,0,131709.8873
47.996675,0,131308.715
123.283329,0,130832.3229
93.036887,0,128099.3364
-171.10238600000002,0,131684.814
126.577836,0,131308.715
-131.069825,0,131183.3486
-85.754593,0,131559.4477
144.402553,0,131935.5467
-77.60713299999999,0,131609.5942
-179.685294,0,132286.5725
-172.013389,0,132612.525
19.566509,0,131684.814
-20.712424,0,131559.4477
-54.786224,0,128550.6553
-163.545073,0,128049.1899
-54.007002,0,131233.4952
122.561402,0,131609.5942
52.586066,0,132161.2062
21.153602,0,132411.9389
-159.65469,0,134192.141
87.003641,0,132261.4993
83.004396,0,132863.2577
17.744502999999998,0,132136.1329
-64.767149,0,131409.0081
94.967755,0,132361.7923
2.188699,0,135846.9769
151.07751100000002,0,131308.715
54.150241,0,131409.0081
134.329955,0,132261.4993
-132.27303700000002,0,131083.0556
69.293516,0,132060.9131
